,TS,Algo,Graph,NThread,Dur
179,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,60,13.063417999999999
180,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,60,13.297108999999999
181,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,60,13.813362
182,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,60,13.30465
183,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,60,13.665492
184,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,60,12.929768
185,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,60,13.303351000000001
186,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,60,13.319201999999999
187,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,60,13.123377
188,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,60,13.445114000000002
189,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,60,13.867262
190,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,60,13.505317000000002
191,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,60,13.185468
192,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,60,13.232976
193,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,60,13.712164999999999
194,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,60,13.40161
195,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,60,14.167453
196,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,60,12.933475999999999
197,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,60,13.143295000000002
198,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,60,13.312778
199,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,60,13.146585
200,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,70,10.845669000000001
201,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,70,10.870125
202,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,70,11.013557
203,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,70,11.197830999999999
204,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,70,10.697208
205,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,70,10.975241
206,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,70,10.871619
207,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,70,10.835721000000001
208,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,70,10.873439999999999
209,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,70,10.875846000000001
210,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,70,11.151257000000001
211,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,70,10.999716000000001
212,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,70,10.822249000000001
213,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,70,11.018358000000001
214,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,70,11.033903
215,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,70,10.865216
216,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,70,11.165806
217,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,70,11.159111
218,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,70,11.001168
219,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,70,10.684439
220,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,70,11.145577000000001
221,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,70,10.709007000000001
222,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,70,10.854034
223,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,70,10.816657000000001
224,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,70,11.035708999999999
225,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,70,10.809477000000001
226,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,70,10.711974
227,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,70,10.811386
228,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,70,11.169578
229,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,70,10.705797
230,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,80,9.563182000000001
231,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,80,9.775277
232,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,80,10.054160000000001
233,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,80,10.187292999999999
234,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,80,9.625695
235,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,80,10.067839
236,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,80,10.263826
237,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,80,9.655147
238,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,80,9.635981
239,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,80,9.916819
240,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,80,9.894222000000001
241,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,80,9.922735000000001
242,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,80,9.506086999999999
243,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,80,9.774291999999999
244,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,80,9.578842
245,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,80,9.464754
246,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,80,9.609311
247,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,80,9.922483
248,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,80,9.769476
249,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,80,10.349771
250,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,80,9.811247999999999
251,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,80,9.592587
252,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,80,9.489633
253,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,80,9.756003
254,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,80,9.313759
255,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,80,9.909816000000001
256,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,80,9.796783
257,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,80,9.760719
258,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,80,10.060618
259,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,80,10.075022
260,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,90,8.588134
261,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,90,9.266191000000001
262,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,90,8.692969
263,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,90,9.386096
264,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,90,9.558502
265,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,90,8.3193
266,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,90,9.101186
267,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,90,9.144227
268,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,90,9.252457000000001
269,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,90,8.999427
270,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,90,8.882609
271,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,90,9.28196
272,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,90,9.128722999999999
273,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,90,8.577277
274,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,90,8.695667
275,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,90,8.988511
276,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,90,9.670845
277,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,90,9.751569
278,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,90,9.118814
279,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,90,9.137606
280,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,90,9.677921000000001
281,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,90,9.079058999999999
282,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,90,8.970460000000001
283,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,90,8.939535000000001
284,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,90,8.570375
285,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,90,8.871250999999999
286,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,90,9.543405
287,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,90,8.710525
288,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,90,9.679644
289,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,90,9.629847
290,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,100,7.380004
291,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,100,7.0592429999999995
292,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,100,6.9552380000000005
293,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,100,7.274787
294,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,100,7.023461
295,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,100,7.285735000000001
296,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,100,7.164559
297,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,100,7.185797
298,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,100,7.163904
299,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,100,7.750027
300,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,100,7.382606
301,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,100,7.2725990000000005
302,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,100,7.172019000000001
303,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,100,7.395065
304,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,100,7.189635000000001
305,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,100,7.758767999999999
306,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,100,7.176531
307,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,100,7.283485000000001
308,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,100,7.150874000000001
309,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,100,7.512536999999999
310,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,100,7.420266000000001
311,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,100,7.177791
312,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,100,7.280081
313,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,100,7.287975
314,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,100,6.93927
315,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,100,7.1735869999999995
316,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,100,7.411842999999999
317,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,100,7.2603979999999995
318,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,100,7.2942149999999994
319,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,100,7.415888000000001
320,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,110,6.617379
321,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,110,6.9562029999999995
322,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,110,6.96508
323,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,110,6.643478999999999
324,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,110,6.481561
325,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,110,6.952507000000001
326,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,110,6.533542
327,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,110,6.594767999999999
328,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,110,6.627422
329,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,110,6.743947
330,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,110,6.716982000000001
331,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,110,6.857736999999999
332,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,110,6.599798
333,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,110,6.854495
334,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,110,6.700516
335,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,110,6.812346000000001
336,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,110,6.723330000000001
337,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,110,6.846572
338,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,110,6.492703
339,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,110,6.739305
340,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,110,6.585614
341,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,110,6.843137
342,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,110,6.752317999999999
343,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,110,6.613767
344,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,110,6.536052
345,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,110,6.380126000000001
346,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,110,6.382828
347,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,110,6.3796
348,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,110,6.611184
349,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,110,6.720127000000001
350,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,120,6.431155
351,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,120,6.303453
352,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,120,6.421844
353,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,120,6.727619
354,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,120,6.7442720000000005
355,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,120,6.6651039999999995
356,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,120,6.62379
357,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,120,6.946229
358,2016-12-11_181432,ppfTTAS_Greedy,wikipedia,120,6.423806
